,Make,Injury.Severity,Number.of.Engines,Engine.Type
74244,GRIFFITH E/BOYD W E,Non-Fatal,1.0,Reciprocating
74259,URBAN AIR SRO,Fatal,1.0,Reciprocating
74261,FETTERMAN LANNY R,Non-Fatal,1.0,Reciprocating
74295,ROBERT GOLDING,Non-Fatal,1.0,Reciprocating
74298,ANDERAS,Non-Fatal,1.0,Reciprocating
74299,TL ULTRALIGHT,Non-Fatal,1.0,Reciprocating
74305,MARK C PAULS,Non-Fatal,1.0,Reciprocating
74307,BUCKEYE AVIATION INC,Non-Fatal,1.0,Reciprocating
74319,CONSOLIDATED AERONAUTICS INC,Non-Fatal,1.0,Reciprocating
74330,BELL-TRANSWORLD HELICOPTER COR,Non-Fatal,1.0,Reciprocating
74343,HOSKINS SAMUEL R,Non-Fatal,1.0,Reciprocating
74350,CONTINENTAL COPTERS INC,Non-Fatal,1.0,Reciprocating
74351,STUART,Fatal,1.0,Reciprocating
74352,HENDERSON MICHAEL E,Non-Fatal,1.0,Reciprocating
74357,BREEZER AIRCRAFT,Non-Fatal,1.0,Reciprocating
74359,CESSNA/WEAVER,Non-Fatal,1.0,Reciprocating
74366,MAXAIR DRIFTER,Non-Fatal,1.0,Reciprocating
74369,AMERICAN CHAMPION,Non-Fatal,1.0,Reciprocating
74375,STRONG,Non-Fatal,1.0,Reciprocating
74388,TYLER IVES,Fatal,1.0,Reciprocating
74391,CROWDER MICHAEL H,Non-Fatal,1.0,Reciprocating
74395,SCHEEL STANLEY K,Non-Fatal,1.0,Reciprocating
74397,BARROW,Non-Fatal,1.0,Reciprocating
74404,CANTRELL LW,Fatal,1.0,Reciprocating
74407,SWEET WAYNE A,Non-Fatal,1.0,Reciprocating
74413,PIPER,Non-Fatal,1.0,Unknown
74417,ZENITH,Fatal,1.0,Reciprocating
74423,SWEDENER,Non-Fatal,1.0,Reciprocating
74425,JOSEPH BENDER,Non-Fatal,1.0,Reciprocating
74427,KAMTZ,Fatal,1.0,Reciprocating
74439,MILLER/CULPEPPER,Non-Fatal,1.0,Reciprocating
74460,BROWN ROBERT K,Fatal,1.0,Reciprocating
74465,LENNOX KENNETH J,Non-Fatal,1.0,Reciprocating
74470,MARCONI FRED I JR,Non-Fatal,1.0,Reciprocating
74476,BUCKEYE INDUSTRIES,Non-Fatal,1.0,Reciprocating
74479,MILLER,Fatal,1.0,Reciprocating
74489,TREIDEL MARK/R F D,Non-Fatal,1.0,Reciprocating
74491,LOWERRE BRUCE T,Fatal,1.0,Reciprocating
74495,TIMOTHY J COWPER,Fatal,1.0,Reciprocating
74503,INNOVATOR TECHNOLOGIES,Non-Fatal,1.0,Reciprocating
74510,UNKNOWN,Non-Fatal,1.0,Unknown
74513,ROBINSON,Non-Fatal,1.0,Unknown
74516,VENABLES ZENITH,Non-Fatal,1.0,Reciprocating
74517,AIRBORNE (AUSTRALIA),Non-Fatal,1.0,Reciprocating
74524,SIEMENS,Non-Fatal,1.0,Reciprocating
74530,BRITTEN-NORMAN,Fatal,2.0,Reciprocating
74534,KENNETH M FRANZ,Non-Fatal,1.0,Reciprocating
74554,SUTPHIN,Non-Fatal,1.0,Reciprocating
74564,BELLER,Non-Fatal,1.0,Reciprocating
74574,FULLER VAN L,Non-Fatal,1.0,Reciprocating
74578,L GOLDNER,Non-Fatal,1.0,Reciprocating
74582,CESSNA,Fatal,1.0,Unknown
74589,MCDONALD HOWARD BRIAN,Non-Fatal,1.0,Reciprocating
74592,COLLINS,Non-Fatal,1.0,Reciprocating
74593,DAVENPORT,Non-Fatal,1.0,Reciprocating
74596,POHOSKI,Non-Fatal,1.0,Reciprocating
74599,CESSNA AIRCRAFT COMPANY,Fatal,1.0,Reciprocating
74603,WOHASKA JOHN,Non-Fatal,1.0,Reciprocating
74616,DENISAR RICHARD A,Non-Fatal,1.0,Reciprocating
74630,BAE SYSTEMS (OPERATIONS) LIMIT,Non-Fatal,4.0,Turbo Fan
74645,MUSICK,Fatal,1.0,Reciprocating
74649,GLASAIR AVIATION USA LLC,Non-Fatal,1.0,Reciprocating
74653,EUROCOPTER FRANCE,Non-Fatal,1.0,Turbo Shaft
74659,YUNEEC,Non-Fatal,1.0,Electric
74661,TEAL HARRY H,Non-Fatal,1.0,Reciprocating
74667,ROVEY JASON H,Non-Fatal,1.0,Reciprocating
74678,CESSNA ECTOR,Non-Fatal,1.0,Reciprocating
74684,EUROCOPTER DEUTSCHLAND GMBH,Non-Fatal,1.0,Turbo Shaft
74690,GROEN,Non-Fatal,1.0,Reciprocating
74706,PEARSON JON M,Fatal,1.0,Reciprocating
74714,RICHARD S DUNCAN,Non-Fatal,1.0,Reciprocating
74715,FOCKE-WULF,Fatal,1.0,Reciprocating
74723,LEARJET,Fatal,2.0,Turbo Fan
74727,NEW PIPER,Non-Fatal,1.0,Reciprocating
74738,BIESEMEIER DAVID I,Fatal,1.0,Reciprocating
74743,SAAB,Non-Fatal,2.0,Unknown
74755,MOFFITT OSCAR/ KIT PROSTAR A/C,Non-Fatal,1.0,Reciprocating
74761,FAIRCHILD,Fatal,2.0,Turbo Prop
74762,ANDERSON ANDREAS,Non-Fatal,1.0,Reciprocating
74764,THOMPSON WILLIAM A,Non-Fatal,1.0,Reciprocating
74771,TEXAS HELICOPTER CORP,Fatal,1.0,Reciprocating
74776,AVIAT AIRCRAFT INC,Fatal,1.0,Reciprocating
74800,CESSNA AIRCRAFT,Fatal,1.0,Unknown
74805,RAYTHEON AIRCRAFT COMPANY,Fatal,2.0,Turbo Fan
74806,RAYTHEON,Fatal,1.0,Reciprocating
74813,ROBINSON HELICOPTER COMPANY,Fatal,1.0,Unknown
74846,PRIZIO,Non-Fatal,1.0,Reciprocating
74850,CLAYHOLD,Non-Fatal,1.0,Reciprocating
74852,FK LIGHTPLANES,Non-Fatal,1.0,Reciprocating
74856,CANADAIR LTD,Fatal,2.0,Turbo Fan
74863,CIRRUS DESIGN CORP.,Non-Fatal,1.0,Unknown
74871,BOEING,Non-Fatal,2.0,Unknown
74872,AMERICAN EUROCOPTER CORP,Non-Fatal,1.0,Turbo Shaft
74874,HALLENDORF TOM,Non-Fatal,1.0,Reciprocating
74878,MORRISEY,Fatal,1.0,Reciprocating
74885,AUTOGYRO,Non-Fatal,1.0,Reciprocating
74907,SIMPSON,Non-Fatal,1.0,Reciprocating
74922,WEINZIERL,Non-Fatal,1.0,Reciprocating
74935,GULFSTREAM AM CORP COMM DIV,Fatal,2.0,Turbo Prop
74936,GATES LEARJET CORP.,Non-Fatal,1.0,Turbo Fan
74947,CRAIG C WALLS,Non-Fatal,1.0,Reciprocating
74954,MAHON PAUL D,Non-Fatal,1.0,Reciprocating
74970,FOGG,Non-Fatal,1.0,Reciprocating
74973,HILLAM SCOTT L,Fatal,1.0,Reciprocating
74978,WILLIAMS CHRISTOPHER T,Fatal,1.0,Reciprocating
74981,HAWKER,Fatal,1.0,Reciprocating
74988,CESSNA AIRCRAFT,Fatal,1.0,Reciprocating
74999,VICTOR M CORDERO,Non-Fatal,1.0,Reciprocating
75002,SABRENA,Fatal,1.0,Reciprocating
75013,PARTENAVIA S.P.A.,Non-Fatal,2.0,Reciprocating
75020,AMATEUR BUILT AIRCRAFT,Fatal,1.0,Reciprocating
75031,ZENAIR,Non-Fatal,1.0,Reciprocating
75035,ROGERS GEORGE T,Fatal,1.0,Turbo Prop
75039,PETER W STEVENS,Non-Fatal,1.0,Reciprocating
75041,OLSON KENNETH H T,Non-Fatal,1.0,Reciprocating
75048,KURTZ JAY B,Non-Fatal,1.0,Reciprocating
75052,WATERS PETER T,Fatal,1.0,Reciprocating
75053,EVOLUTION TRIKES,Fatal,1.0,Reciprocating
75057,NORMAN,Non-Fatal,1.0,Reciprocating
75075,BAYER OSCAR,Non-Fatal,1.0,Reciprocating
75087,FARACE THOMAS SCOTT,Non-Fatal,1.0,Reciprocating
75089,DONALD G STOKES,Non-Fatal,1.0,Reciprocating
75090,OLSON PERRY D,Non-Fatal,1.0,Reciprocating
75119,JUST AIRCRAFT LLC,Non-Fatal,1.0,Reciprocating
75122,WORTHINGTON DONALD WAYNE,Fatal,1.0,Reciprocating
75129,BUCKEYE INDUSTRIES,Non-Fatal,1.0,Unknown
75133,ROBERT A MILLER,Non-Fatal,1.0,Reciprocating
75134,ROBERT J REIMBOLD,Non-Fatal,1.0,Reciprocating
75139,HELPLING HELEN C,Non-Fatal,1.0,Reciprocating
75149,AGUSTAWESTLAND SPA,Non-Fatal,2.0,Turbo Shaft
75150,FORTUNA DAVE,Fatal,1.0,Reciprocating
75152,TERRY F KING,Non-Fatal,1.0,Reciprocating
75153,MONROE DENNIS,Fatal,1.0,Reciprocating
75159,NORTHWING,Fatal,1.0,Reciprocating
75164,MOORE THOMAS O,Non-Fatal,1.0,Reciprocating
75166,AIRBUS,Non-Fatal,1.0,Turbo Shaft
75167,AEROTRIKE,Fatal,1.0,Reciprocating
75169,PROGRESSIVE AERODYNE INC,Non-Fatal,1.0,Reciprocating
75174,WILLIAMS MYRON G,Fatal,1.0,Reciprocating
75179,LARSEN,Non-Fatal,1.0,Reciprocating
75183,SANDS,Fatal,1.0,Turbo Shaft
75190,KALDOR GREGORY N,Non-Fatal,1.0,Reciprocating
75192,OCONNOR PAUL A,Non-Fatal,1.0,Reciprocating
75198,NANCHANG,Fatal,1.0,Reciprocating
75206,EVOLUTION AIRCRAFT INC,Non-Fatal,1.0,Reciprocating
75208,BRITISH AEROSPACE,Fatal,2.0,Turbo Fan
75217,CROW,Non-Fatal,1.0,Reciprocating
75225,BRECHER ROTORWAY,Non-Fatal,1.0,Reciprocating
75231,NBB INC,Fatal,1.0,Reciprocating
75243,GINGRAS MICHEL,Non-Fatal,1.0,Reciprocating
75251,ELEMDORF,Non-Fatal,1.0,Reciprocating
75257,AIRPLANE FACTORY (PTY) LTD THE,Non-Fatal,1.0,Reciprocating
75258,COULTER HUGH CLARKE,Non-Fatal,1.0,Reciprocating
75262,AGUSTA AEROSPACE CORP,Non-Fatal,2.0,Turbo Shaft
75279,177MF LLC,Non-Fatal,1.0,Reciprocating
75286,KINSLER ARTHUR PAUL,Non-Fatal,1.0,Reciprocating
75294,PACIFIC AEROSPACE CORP LTD,Non-Fatal,1.0,Turbo Prop
75295,MORRIS THOMAS LEE,Non-Fatal,1.0,Reciprocating
75307,PAZMANY,Non-Fatal,1.0,Reciprocating
75309,AMERICAN LEGEND,Non-Fatal,2.0,Reciprocating
75310,HOFFIUS STOWE,Fatal,1.0,Reciprocating
75312,SAM R PEACHEY,Non-Fatal,1.0,Reciprocating
75329,KALMAN GEORGE,Non-Fatal,1.0,Reciprocating
75355,JOHN V RAWSON JR,Non-Fatal,1.0,Reciprocating
75357,LAURITSEN RALPH M,Non-Fatal,1.0,Reciprocating
75358,WONDER MICHAEL S,Non-Fatal,1.0,Reciprocating
75364,FAIRCHILD(HOWARD),Non-Fatal,1.0,Reciprocating
75370,OLSON,Non-Fatal,1.0,Reciprocating
75374,KENNETH A BERGER,Fatal,1.0,Reciprocating
75378,FDR601 LLC,Non-Fatal,1.0,Reciprocating
75382,SIBLEY,Non-Fatal,1.0,Reciprocating
75388,EVOLUTION TRIKES,Non-Fatal,1.0,Reciprocating
75389,DIVIS S L/WALTRIP A J,Non-Fatal,1.0,Reciprocating
75390,STOLP STARDUSTER,Fatal,1.0,Reciprocating
75418,BRM AERO SRO,Non-Fatal,1.0,Reciprocating
75420,DEHAVILLAND,Non-Fatal,1.0,Turbo Shaft
75425,NEBERT,Fatal,1.0,Reciprocating
75426,FOUND ACFT CANADA INC,Non-Fatal,1.0,Reciprocating
75428,LANDRUM KELLY T,Non-Fatal,1.0,Reciprocating
75449,PHILLIPS,Fatal,1.0,Reciprocating
75456,EMERY MARK,Non-Fatal,1.0,Reciprocating
75461,TEUNIS,Non-Fatal,1.0,Reciprocating
75469,OFFCHISS EDWARD R,Non-Fatal,1.0,Reciprocating
75477,HERMANN BJORN,Fatal,1.0,Turbo Prop
75483,CRAIG W SHERMAN,Non-Fatal,1.0,Reciprocating
75488,BELEW MARSHALL D II,Non-Fatal,1.0,Reciprocating
75489,SCHRIEBER ROBERT L,Fatal,1.0,Reciprocating
75494,LIBERTY AEROSPACE INCORPORATED,Fatal,1.0,Reciprocating
75501,AIRBUS/EUROCOPTER,Non-Fatal,1.0,Turbo Shaft
75504,ADAMS,Non-Fatal,1.0,Reciprocating
75508,MEYER CLAIR O,Fatal,1.0,Reciprocating
75509,DITTENBER THOMAS J,Fatal,1.0,Reciprocating
75520,JACKSON FRED M,Non-Fatal,1.0,Reciprocating
75529,KNAUF,Non-Fatal,1.0,Reciprocating
75533,BAILEY ROBERT,Non-Fatal,1.0,Reciprocating
75536,MEYER GEOFFREY A,Non-Fatal,1.0,Reciprocating
75547,ISRAEL AIRCRAFT INDUSTRIES,Fatal,2.0,Turbo Fan
75560,GULFSTREAM SCHWEIZER A/C CORP,Non-Fatal,1.0,Turbo Prop
75562,QUICKSILVER ENTERPRISES INC,Non-Fatal,1.0,Reciprocating
75564,COSMOS PHASE II,Non-Fatal,1.0,Reciprocating
75571,TAYLOR,Non-Fatal,1.0,Reciprocating
75572,SIMMONS WILLIAM E,Non-Fatal,1.0,Reciprocating
75577,ERICK MAGNO & ASSOC PA,Non-Fatal,1.0,Reciprocating
75578,SCHUMACHER,Non-Fatal,1.0,Reciprocating
75579,BRUMWELL,Fatal,1.0,Reciprocating
75585,ZACH VANS,Non-Fatal,1.0,Reciprocating
75586,PARKER,Fatal,1.0,Reciprocating
75587,CHRISTEN INDUSTRIES INC,Fatal,1.0,Reciprocating
75589,BOLLINGER ROBERT L,Fatal,1.0,Reciprocating
75593,MAZUREK KEITH P,Non-Fatal,1.0,Reciprocating
75596,AIRBUS HELICOPTERS,Non-Fatal,1.0,Turbo Shaft
75600,GRAZHOPPER,Fatal,1.0,Reciprocating
75617,DOYLE JAMES E,Fatal,1.0,Reciprocating
75620,SKYRAIDER,Fatal,1.0,Reciprocating
75630,HOFFMAN DAVID K,Non-Fatal,1.0,Reciprocating
75636,KOLB,Fatal,1.0,Reciprocating
75646,WILEY,Non-Fatal,1.0,Reciprocating
75653,SLAUGHTER MIKE,Non-Fatal,1.0,Reciprocating
75665,LAWSON RONALD S,Non-Fatal,1.0,Reciprocating
75671,ZUBAIR S KHAN,Fatal,1.0,Reciprocating
75678,BAILEY-MOYES MICROLIGHTS,Non-Fatal,1.0,Reciprocating
75684,DELCONTE EMIDIO J,Non-Fatal,1.0,Reciprocating
75691,AIR COMMAND,Fatal,1.0,Reciprocating
75695,PEKOLA JAMES W,Non-Fatal,1.0,Reciprocating
75703,CULVER,Fatal,1.0,Reciprocating
75707,ALLEN,Fatal,1.0,Reciprocating
75709,MCKENZIE DOUGLAS E,Non-Fatal,1.0,Reciprocating
75710,JONKER SAILPLANES (PTY) LTD,Fatal,1.0,Turbo Jet
75719,DANTONIO,Non-Fatal,1.0,Reciprocating
75722,HOLMLUND VICTOR P,Non-Fatal,1.0,Reciprocating
75730,GARRAMONE MIKE A,Non-Fatal,1.0,Reciprocating
75735,GREMMINGER GREG,Non-Fatal,1.0,Reciprocating
75754,ODEN WELDON PAT,Fatal,1.0,Reciprocating
75761,BLACK CHRISTOPHER,Non-Fatal,1.0,Reciprocating
75765,BOSCO DON,Non-Fatal,1.0,Reciprocating
75774,MDHI,Non-Fatal,1.0,Turbo Shaft
75776,SILER RONALD E,Non-Fatal,1.0,Reciprocating
75779,JANNAKOS GREGORY P,Non-Fatal,1.0,Reciprocating
75792,ROSCHER FREDERICK,Non-Fatal,1.0,Reciprocating
75802,FEDERSEN WALTER,Fatal,1.0,Reciprocating
75810,MEYER,Fatal,1.0,Reciprocating
75818,RENDER,Non-Fatal,1.0,Reciprocating
75824,ZIMMERMAN,Fatal,1.0,Reciprocating
75838,LARRY KETTERLING,Fatal,1.0,Reciprocating
75839,MOSQUITO,Non-Fatal,1.0,Reciprocating
75847,STEVEN R MCNEESE,Non-Fatal,1.0,Reciprocating
75849,HANSON LONN,Non-Fatal,1.0,Reciprocating
75851,EMBRAER,Fatal,1.0,Reciprocating
75853,COTE JAMES,Non-Fatal,1.0,Reciprocating
75854,DAVID L THOMPSON,Non-Fatal,1.0,Reciprocating
75859,DAVID FITZGERALD,Fatal,1.0,Reciprocating
75868,PHANTOM AIRCRAFT CO,Non-Fatal,1.0,Reciprocating
75878,KITFOX,Non-Fatal,1.0,Reciprocating
75881,BARGER STEVE M,Fatal,1.0,Reciprocating
75893,NELSON,Non-Fatal,1.0,Reciprocating
75899,JACKSON JEREMIAH D,Non-Fatal,1.0,Reciprocating
75930,EIPPER FORMANCE INC,Non-Fatal,1.0,Reciprocating
75944,CLIFF,Fatal,1.0,Reciprocating
75945,LANCAIR COMPANY,Fatal,1.0,Reciprocating
75951,TERRY W. THAYER,Non-Fatal,1.0,Reciprocating
75960,BECKER ELMER L,Non-Fatal,1.0,Reciprocating
75962,FRANKE ROLAND,Non-Fatal,1.0,Reciprocating
75972,THIBAULT MICHAEL L,Non-Fatal,1.0,Reciprocating
75973,HERDER MICHAEL,Non-Fatal,1.0,Reciprocating
75976,RANS AIRCRAFT,Non-Fatal,1.0,Reciprocating
76003,THOMAS C SIKES,Fatal,1.0,Reciprocating
76019,TRAVEL AIR,Non-Fatal,1.0,Reciprocating
76024,SCHAFER RICK W,Fatal,1.0,Reciprocating
76030,OHLGREN BRENT E,Non-Fatal,1.0,Reciprocating
76032,LORENZ STEPHEN,Non-Fatal,1.0,Reciprocating
76043,KLAAS DEVELOPMENT INC,Fatal,1.0,Reciprocating
76044,ROSS ALFRED K/ONEILL TERRENCE,Non-Fatal,1.0,Reciprocating
76045,ACKLAND JEFFREY DEAN,Non-Fatal,1.0,Reciprocating
76046,DAVIS BENNY,Non-Fatal,1.0,Reciprocating
76048,MCMURRAY DAVID C,Fatal,1.0,Reciprocating
76051,CAMPBELL,Non-Fatal,1.0,Reciprocating
76055,EALAND CHARLES,Non-Fatal,1.0,Reciprocating
76056,GALLAGER JOHN C,Non-Fatal,1.0,Reciprocating
76070,CISMOWSKI,Fatal,1.0,Reciprocating
76083,NOLIN,Non-Fatal,1.0,Reciprocating
76094,DARNEY,Non-Fatal,1.0,Reciprocating
76103,LORENTZEN,Non-Fatal,1.0,Reciprocating
76111,STANLEY ARTHUR FREEMAN,Non-Fatal,1.0,Reciprocating
76119,AGUSTA BELL,Fatal,1.0,Turbo Shaft
76129,SACCIO THOMAS A,Fatal,1.0,Reciprocating
76145,MANWEILLER,Fatal,1.0,Reciprocating
76150,BARGER JERRY L,Non-Fatal,1.0,Reciprocating
76154,BRUPBACHER CHRIS,Fatal,1.0,Reciprocating
76163,MILLER GREGORY S,Non-Fatal,1.0,Reciprocating
76166,DIAMOND AIRCRAFT INDUSTRIES IN,Fatal,1.0,Reciprocating
76169,LUNDAK ROBERT,Non-Fatal,1.0,Reciprocating
76173,WILLIAM M OPRENDEK,Non-Fatal,1.0,Reciprocating
76182,TIFFT,Fatal,1.0,Reciprocating
76186,EAGLE R&D INC,Fatal,1.0,Turbo Shaft
76187,QUICKSILVER EIPPER ACFT INC,Non-Fatal,1.0,Reciprocating
76195,PREISS VANS,Non-Fatal,1.0,Reciprocating
76206,FUNK RALPH,Non-Fatal,1.0,Reciprocating
76208,GASTON THOMAS D,Fatal,1.0,Reciprocating
76210,MILLER RAYMOND A,Fatal,1.0,Reciprocating
76222,CORBEN BABY ACE,Non-Fatal,1.0,Reciprocating
76224,CELIER AVIATION,Fatal,1.0,Reciprocating
76227,TOERNER BOB,Non-Fatal,1.0,Reciprocating
76229,MARSH AVIATION,Fatal,2.0,Turbo Prop
76236,KOVARS GARY D,Non-Fatal,1.0,Reciprocating
76263,ROCKWELL INTERNATIONAL,Fatal,1.0,Reciprocating
76268,HUGHES AERO CORP,Non-Fatal,1.0,Reciprocating
76276,VIGUIE G/VIGUIE M,Non-Fatal,1.0,Reciprocating
76282,SONEX,Fatal,1.0,Reciprocating
76283,INDUS AVIATION INC.,Non-Fatal,1.0,Reciprocating
76284,CGS AVIATION LLC,Fatal,1.0,Reciprocating
76287,TUBERVILLE,Non-Fatal,1.0,Reciprocating
76289,ITEC INC,Non-Fatal,1.0,Reciprocating
76304,WINSTON W WALKER,Non-Fatal,1.0,Reciprocating
76311,SIAI MARCHETTI,Non-Fatal,1.0,Turbo Fan
76323,SOLO WINGS,Non-Fatal,1.0,Reciprocating
76328,EXTRA FLUGZEUGPRODUKTIONS-UND,Non-Fatal,1.0,Reciprocating
76335,"LANGSTON, FREDERICK L",Fatal,1.0,Reciprocating
76339,ROBINSON HELICOPTER CO,Non-Fatal,1.0,Turbo Shaft
76345,SCALED COMPOSITES,Fatal,1.0,Hybrid Rocket
76363,MOSIER ROBERT S,Non-Fatal,1.0,Turbo Jet
76368,WILLIAMS GLENN,Non-Fatal,1.0,Reciprocating
76374,BELL BILL,Non-Fatal,1.0,Reciprocating
76401,MCCRARY BOBBY C JR,Non-Fatal,1.0,Reciprocating
76407,ROSS H/HERRIOTT M,Fatal,1.0,Reciprocating
76416,MD HELICOPTER INC,Non-Fatal,2.0,Turbo Shaft
76420,CIRRUS DESIGN CORP.,Non-Fatal,1.0,Reciprocating
76429,SIEGEL GERALD,Non-Fatal,1.0,Reciprocating
76436,NANCHANG,Non-Fatal,1.0,Reciprocating
76442,STAFFORD WAYNE H,Non-Fatal,1.0,Reciprocating
76455,EMBRAER,Fatal,2.0,Turbo Jet
76461,MCHOLLAND,Non-Fatal,1.0,Reciprocating
76468,JOHNSON DAVID EARL,Fatal,1.0,Reciprocating
76469,THOMAS R WADE,Non-Fatal,1.0,Reciprocating
76471,TITAN,Fatal,1.0,Reciprocating
76481,GATES LEARJET,Fatal,2.0,Turbo Jet
76484,FERDON,Non-Fatal,1.0,Reciprocating
76485,BAUER THOMAS G,Non-Fatal,1.0,Reciprocating
76488,FARTHING JAMES W II,Non-Fatal,1.0,Reciprocating
76511,MDS FYING LLC,Non-Fatal,1.0,Reciprocating
76523,DAYTON A BABCOCK,Non-Fatal,1.0,Reciprocating
76536,BURTON,Non-Fatal,1.0,Reciprocating
76540,GIBBS,Fatal,1.0,Reciprocating
76552,BRUCT J MYERS,Fatal,1.0,Reciprocating
76558,SHANNON WILLIAM,Non-Fatal,1.0,Reciprocating
76564,SCHMIDT ALBERT D,Fatal,1.0,Reciprocating
76566,BAKER BOBBY J,Fatal,1.0,Reciprocating
76598,ALEXANDER,Fatal,1.0,Reciprocating
76599,PIPER AIRCRAFT CORPORATION,Fatal,2.0,Reciprocating
76605,EAGLESTON JOHN H,Fatal,1.0,Reciprocating
76608,BELL-WATSON,Non-Fatal,1.0,Reciprocating
76610,SCHNEIDER RICHARD J,Non-Fatal,1.0,Reciprocating
76612,BUTLER RAYMOND,Non-Fatal,1.0,Reciprocating
76620,AUTOGYRO GMBH,Non-Fatal,1.0,Reciprocating
76644,RICHARD LACOURSE,Fatal,1.0,Reciprocating
76648,ROBERTSON JAMES F,Non-Fatal,1.0,Reciprocating
76654,EVO13 LLC,Non-Fatal,1.0,Turbo Prop
76669,JOHNSON JOEL H,Fatal,1.0,Reciprocating
76673,BELL/GARLICK,Non-Fatal,1.0,Turbo Shaft
76675,AGUSTA AEROSPACE CORP,Non-Fatal,1.0,Turbo Shaft
76684,ROSE,Fatal,1.0,Reciprocating
76687,GADDIS MICHAEL,Non-Fatal,1.0,Reciprocating
76692,ZENITH ACFT CO,Non-Fatal,1.0,Reciprocating
76693,ARNOLD,Non-Fatal,1.0,Reciprocating
76695,Bombardier Canadair,Non-Fatal,2.0,Turbo Fan
76700,ADAMS DONALD L,Fatal,1.0,Reciprocating
76702,COLYAER SL,Fatal,1.0,Reciprocating
76706,CHRISTOPHER JON BROWN,Non-Fatal,1.0,Reciprocating
76708,GOUDIE,Non-Fatal,1.0,Reciprocating
76719,AHRENS GERD H,Fatal,1.0,Reciprocating
76720,CUB CRAFTER,Non-Fatal,1.0,Reciprocating
76721,Airbus Helicopters (Eurocopte,Fatal,1.0,Turbo Shaft
76723,SCHUPP EDWARD W,Non-Fatal,1.0,Reciprocating
76725,HOKE BOBBY F,Non-Fatal,1.0,Reciprocating
76728,JONES RONALD C,Non-Fatal,1.0,Reciprocating
76729,JIMENEZ,Non-Fatal,1.0,Reciprocating
76745,BAE SYSTEMS,Fatal,1.0,Turbo Jet
76754,RICHARD FUIST,Non-Fatal,1.0,Reciprocating
76772,LANSHE AEROSPACE,Non-Fatal,1.0,Reciprocating
76785,MCCURRY CHARLES P,Non-Fatal,1.0,Reciprocating
76791,PICARD ROY J,Non-Fatal,1.0,Reciprocating
76808,DAVID SHELL,Non-Fatal,1.0,Reciprocating
76809,SPAULDING ERROL,Non-Fatal,1.0,Reciprocating
76818,KERR JOHN A,Non-Fatal,1.0,Reciprocating
76823,MERIAN RICHARD F,Non-Fatal,1.0,Reciprocating
76833,AIRCRAFT MFG & DVLPMT CO,Fatal,1.0,Reciprocating
76836,BEDECORP LLC,Fatal,1.0,Reciprocating
76842,QUICKSILVER ENTERPRISES INC,Fatal,1.0,Reciprocating
76844,S C AEROSTAR S A,Fatal,1.0,Reciprocating
76867,RENNICKE MIDGET MUSTA,Non-Fatal,1.0,Reciprocating
76872,TROM WAYNE,Non-Fatal,1.0,Reciprocating
76884,SWEARINGEN,Fatal,2.0,Turbo Prop
76887,ROBERT C. HANSON,Fatal,1.0,Reciprocating
76893,DASSAULT-BREGUET,Non-Fatal,3.0,Turbo Fan
76894,P&M AVIATION LTD.,Non-Fatal,1.0,Reciprocating
76925,JAMES KILROY,Non-Fatal,1.0,Reciprocating
76945,WILLIAM D DURKEE,Non-Fatal,1.0,Reciprocating
76951,TITAN AEROSPACE HOLDINGS INC,Non-Fatal,1.0,Electric
76952,LATHROP STEVEN A,Non-Fatal,1.0,Reciprocating
76956,SCHMIDT DONALD L,Non-Fatal,1.0,Reciprocating
76961,BUHL,Non-Fatal,1.0,Reciprocating
76967,WATSON DAVID E,Non-Fatal,1.0,Reciprocating
76975,JEROME D FISCHER,Non-Fatal,1.0,Reciprocating
76976,ROBERT M. JONES,Non-Fatal,1.0,Reciprocating
76979,ISSOIRE SIREN,Non-Fatal,1.0,Reciprocating
76987,BUHLMANN HOWARD,Non-Fatal,1.0,Reciprocating
77014,EARL ALLEN,Non-Fatal,1.0,Reciprocating
77017,CONSOLIDATED AERONAUTICS,Non-Fatal,1.0,Reciprocating
77025,ROCKWELL COMMANDER,Fatal,1.0,Reciprocating
77030,CITABRIA,Non-Fatal,1.0,Reciprocating
77034,FAUNCE,Non-Fatal,1.0,Reciprocating
77037,AVIONS ROBIN,Fatal,1.0,Reciprocating
77039,SMITH VILAS,Non-Fatal,1.0,Reciprocating
77041,WILSON MICHAEL A,Non-Fatal,1.0,Reciprocating
77042,BR LEGEND LLC,Fatal,1.0,Turbo Prop
77046,LEFEVER PAUL M,Non-Fatal,1.0,Reciprocating
77047,ROGERS HOMER/ROGERS SHEILA,Non-Fatal,1.0,Reciprocating
77054,GARRATT MANSFIELD W,Non-Fatal,1.0,Turbo Prop
77061,HILLER,Fatal,1.0,Reciprocating
77078,DUENAS,Non-Fatal,1.0,Reciprocating
77081,BURR,Non-Fatal,1.0,Turbo Prop
77087,SMILEY JAMES E,Non-Fatal,1.0,Reciprocating
77098,SEA & SKY INC DBA KRUCKER ACFT,Non-Fatal,1.0,Reciprocating
77101,MONNETT JOHN T JR,Fatal,1.0,Reciprocating
77108,SCHLEICHER,Fatal,1.0,Reciprocating
77119,MORSE FRANK L,Fatal,1.0,Reciprocating
77120,CUB CRAFTERS,Fatal,1.0,Reciprocating
77123,BREWER,Non-Fatal,1.0,Reciprocating
77129,BELL HELICOPTER CO,Fatal,1.0,Turbo Shaft
